trip_id,customer_id,driver_id,pickup_location,drop_location,trip_fare
TRIP54101,CUST18777,DRIVER1825,Bangalore,Pune,767.88
TRIP54110,CUST3358,DRIVER9833,Kolkata,Chennai,249.8
TRIP54113,CUST15843,DRIVER3801,Jaipur,Kolkata,980.61
TRIP54119,CUST16750,DRIVER7146,Jaipur,Pune,619.06
TRIP54121,CUST43429,DRIVER6480,Delhi,Pune,250.06
TRIP54125,CUST13891,DRIVER5906,Pune,Delhi,807.01
TRIP54129,CUST39866,DRIVER9662,Bangalore,Lucknow,84.98
TRIP54133,CUST33161,DRIVER5557,Jaipur,Kolkata,388.14
TRIP54134,CUST29152,DRIVER7171,Chennai,Mumbai,234.57
TRIP54143,CUST10313,DRIVER7748,Hyderabad,Kolkata,741.36
TRIP54151,CUST22566,DRIVER2323,Delhi,Lucknow,917.81
TRIP54153,CUST26917,DRIVER3756,Kolkata,Mumbai,871.01
TRIP54156,CUST6950,DRIVER6804,Pune,Kolkata,89.09
TRIP54162,CUST2371,DRIVER520,Kolkata,Pune,676.04
TRIP54166,CUST42243,DRIVER9756,Ahmedabad,Pune,579.86
TRIP54168,CUST25687,DRIVER4681,Jaipur,Delhi,245.55
TRIP54170,CUST10333,DRIVER1440,Chennai,Mumbai,610.45
TRIP54175,CUST41297,DRIVER2178,Hyderabad,Ahmedabad,729.93
TRIP54177,CUST19295,DRIVER9252,Kolkata,Mumbai,134.1
TRIP54179,CUST43189,DRIVER7120,Delhi,Lucknow,123.19
TRIP54183,CUST23729,DRIVER7908,Jaipur,Bangalore,930.62
TRIP54187,CUST32478,DRIVER4406,Jaipur,Bangalore,402.56
TRIP54188,CUST7792,DRIVER8184,Mumbai,Kolkata,567.93
TRIP54193,CUST35706,DRIVER5002,Lucknow,Pune,78.57
TRIP54200,CUST19096,DRIVER9729,Lucknow,Delhi,623.17
TRIP54207,CUST44836,DRIVER1508,Bangalore,Chennai,618.84
TRIP54208,CUST18887,DRIVER3320,Kolkata,Mumbai,478.06
TRIP54215,CUST16593,DRIVER9712,Jaipur,Lucknow,575.74
TRIP54220,CUST21862,DRIVER7226,Ahmedabad,Hyderabad,755.81
TRIP54221,CUST19179,DRIVER2224,Kolkata,Chennai,372.63
TRIP54222,CUST25056,DRIVER326,Jaipur,Mumbai,133.69
TRIP54227,CUST13145,DRIVER7380,Lucknow,Delhi,256.66
TRIP54228,CUST30565,DRIVER9304,Chennai,Delhi,404.32
TRIP54230,CUST32208,DRIVER8429,Jaipur,Bangalore,714.53
TRIP54231,CUST48282,DRIVER5922,Jaipur,Chennai,503.61
TRIP54234,CUST45867,DRIVER2316,Bangalore,Kolkata,863.46
TRIP54236,CUST17921,DRIVER7451,Jaipur,Delhi,663.52
TRIP54238,CUST777,DRIVER5992,Chennai,Delhi,272.9
TRIP54240,CUST30846,DRIVER2684,Lucknow,Mumbai,369.94
TRIP54242,CUST46595,DRIVER9573,Mumbai,Ahmedabad,857.25
TRIP54249,CUST20455,DRIVER7893,Bangalore,Hyderabad,277.63
TRIP54251,CUST22630,DRIVER324,Chennai,Mumbai,856.49
TRIP54254,CUST43681,DRIVER7049,Mumbai,Ahmedabad,425.21
TRIP54255,CUST17334,DRIVER1670,Hyderabad,Ahmedabad,241.57
TRIP54260,CUST22467,DRIVER5099,Jaipur,Kolkata,414.25
TRIP54264,CUST18511,DRIVER2800,Mumbai,Pune,648.8
TRIP54266,CUST8120,DRIVER6976,Bangalore,Delhi,662.89
TRIP54268,CUST42807,DRIVER9470,Bangalore,Lucknow,490.75
TRIP54279,CUST45202,DRIVER1716,Hyderabad,Delhi,478.7
TRIP54281,CUST46990,DRIVER6289,Delhi,Pune,555.11
TRIP54289,CUST18489,DRIVER3808,Jaipur,Chennai,117.74
TRIP54290,CUST27333,DRIVER4459,Bangalore,Lucknow,523.26
TRIP54294,CUST3538,DRIVER5823,Kolkata,Lucknow,112.7
TRIP54297,CUST14675,DRIVER7827,Hyderabad,Mumbai,291.0
TRIP54298,CUST2270,DRIVER3079,Kolkata,Chennai,717.44
TRIP54300,CUST16597,DRIVER9979,Mumbai,Hyderabad,948.88
TRIP54302,CUST31400,DRIVER6646,Delhi,Pune,811.82
TRIP54306,CUST27804,DRIVER3049,Mumbai,Bangalore,51.1
TRIP54308,CUST33757,DRIVER8917,Hyderabad,Ahmedabad,93.63
TRIP54310,CUST17020,DRIVER3679,Ahmedabad,Jaipur,164.47
TRIP54314,CUST43638,DRIVER8653,Ahmedabad,Hyderabad,272.91
TRIP54318,CUST31169,DRIVER187,Bangalore,Chennai,496.28
TRIP54323,CUST7953,DRIVER5876,Ahmedabad,Pune,367.49
TRIP54325,CUST42124,DRIVER2470,Jaipur,Lucknow,307.78
TRIP54326,CUST12099,DRIVER7261,Kolkata,Jaipur,67.83
TRIP54328,CUST9980,DRIVER301,Chennai,Ahmedabad,573.7
TRIP54330,CUST30166,DRIVER8251,Lucknow,Jaipur,133.28
TRIP54336,CUST34910,DRIVER9359,Delhi,Bangalore,425.87
TRIP54338,CUST32263,DRIVER6188,Pune,Hyderabad,245.06
TRIP54343,CUST26391,DRIVER5395,Bangalore,Jaipur,312.17
TRIP54344,CUST31439,DRIVER7292,Lucknow,Pune,829.46
TRIP54345,CUST26081,DRIVER1633,Hyderabad,Lucknow,751.54
TRIP54349,CUST24561,DRIVER759,Kolkata,Delhi,522.16
TRIP54351,CUST30639,DRIVER6453,Chennai,Ahmedabad,312.89
TRIP54352,CUST4155,DRIVER448,Ahmedabad,Lucknow,518.11
TRIP54356,CUST14794,DRIVER9833,Lucknow,Pune,347.17
TRIP54357,CUST26185,DRIVER750,Mumbai,Chennai,404.33
TRIP54359,CUST7089,DRIVER8506,Chennai,Kolkata,339.18
TRIP54360,CUST36700,DRIVER2136,Bangalore,Jaipur,534.79
TRIP54364,CUST27412,DRIVER7326,Pune,Bangalore,99.27
TRIP54365,CUST17491,DRIVER2714,Ahmedabad,Bangalore,721.43
TRIP54366,CUST46335,DRIVER8134,Pune,Mumbai,485.77
TRIP54373,CUST38679,DRIVER8382,Kolkata,Lucknow,195.3
TRIP54374,CUST10145,DRIVER2957,Pune,Mumbai,246.26
TRIP54385,CUST21253,DRIVER2755,Jaipur,Lucknow,226.3
TRIP54386,CUST31499,DRIVER1243,Kolkata,Jaipur,235.2
TRIP54387,CUST900,DRIVER3113,Kolkata,Delhi,319.14
TRIP54392,CUST30761,DRIVER5188,Ahmedabad,Bangalore,130.61
TRIP54394,CUST32272,DRIVER3521,Lucknow,Hyderabad,214.51
TRIP54404,CUST34215,DRIVER3777,Pune,Kolkata,707.72
TRIP54405,CUST32760,DRIVER3767,Pune,Jaipur,251.87
TRIP54410,CUST9402,DRIVER6577,Kolkata,Lucknow,517.04
TRIP54411,CUST44812,DRIVER3066,Kolkata,Jaipur,669.5
TRIP54414,CUST41664,DRIVER6339,Delhi,Lucknow,138.25
TRIP54417,CUST6586,DRIVER8439,Pune,Mumbai,927.19
TRIP54418,CUST44415,DRIVER5392,Ahmedabad,Jaipur,360.38
TRIP54424,CUST4917,DRIVER1395,Bangalore,Pune,820.32
TRIP54426,CUST20802,DRIVER3097,Lucknow,Chennai,967.1
TRIP54427,CUST46307,DRIVER4561,Kolkata,Ahmedabad,307.18
TRIP54429,CUST44020,DRIVER3396,Lucknow,Ahmedabad,720.81
TRIP54430,CUST17548,DRIVER5289,Bangalore,Hyderabad,456.44
TRIP54431,CUST36581,DRIVER9843,Pune,Bangalore,248.76
TRIP54432,CUST45861,DRIVER6646,Ahmedabad,Hyderabad,372.29
TRIP54434,CUST39857,DRIVER5344,Lucknow,Jaipur,277.18
TRIP54436,CUST37509,DRIVER4177,Hyderabad,Lucknow,893.69
TRIP54439,CUST33707,DRIVER6658,Kolkata,Jaipur,593.51
TRIP54441,CUST33408,DRIVER8408,Delhi,Chennai,338.63
TRIP54442,CUST12169,DRIVER7221,Lucknow,Kolkata,134.31
TRIP54443,CUST16929,DRIVER5505,Bangalore,Chennai,604.41
TRIP54445,CUST23206,DRIVER8666,Mumbai,Bangalore,623.88
TRIP54446,CUST39381,DRIVER2010,Kolkata,Delhi,475.44
TRIP54447,CUST48610,DRIVER1737,Lucknow,Mumbai,666.74
TRIP54449,CUST49016,DRIVER2366,Pune,Jaipur,611.7
TRIP54454,CUST270,DRIVER8747,Kolkata,Pune,851.2
TRIP54465,CUST43149,DRIVER2236,Chennai,Kolkata,70.64
TRIP54466,CUST49119,DRIVER4197,Kolkata,Ahmedabad,353.1
TRIP54470,CUST46522,DRIVER7950,Chennai,Kolkata,450.67
TRIP54471,CUST41332,DRIVER9846,Kolkata,Chennai,795.37
TRIP54473,CUST17696,DRIVER5567,Lucknow,Ahmedabad,260.82
TRIP54479,CUST17877,DRIVER3705,Kolkata,Delhi,338.14
TRIP54483,CUST40984,DRIVER7162,Bangalore,Lucknow,693.0
TRIP54495,CUST44699,DRIVER9855,Bangalore,Delhi,215.88
TRIP54508,CUST41102,DRIVER6531,Ahmedabad,Chennai,716.56
TRIP54515,CUST11963,DRIVER7013,Ahmedabad,Hyderabad,719.38
TRIP54519,CUST38277,DRIVER705,Ahmedabad,Jaipur,364.45
TRIP54521,CUST10555,DRIVER5432,Ahmedabad,Chennai,301.31
TRIP54524,CUST24213,DRIVER1118,Mumbai,Hyderabad,345.37
TRIP54525,CUST5257,DRIVER294,Kolkata,Jaipur,831.96
TRIP54528,CUST31945,DRIVER5389,Jaipur,Bangalore,99.22
TRIP54529,CUST40626,DRIVER8604,Chennai,Delhi,953.47
TRIP54531,CUST17928,DRIVER8696,Hyderabad,Mumbai,261.12
TRIP54532,CUST3136,DRIVER6942,Delhi,Kolkata,626.96
TRIP54533,CUST49801,DRIVER6015,Mumbai,Kolkata,901.23
TRIP54537,CUST19300,DRIVER9404,Chennai,Pune,120.93
TRIP54538,CUST22424,DRIVER5811,Mumbai,Lucknow,60.55
TRIP54544,CUST4884,DRIVER4664,Lucknow,Bangalore,624.77
TRIP54547,CUST3820,DRIVER7857,Pune,Delhi,54.75
TRIP54552,CUST7369,DRIVER1850,Pune,Ahmedabad,65.41
TRIP54553,CUST18086,DRIVER1550,Pune,Kolkata,421.66
TRIP54555,CUST45929,DRIVER278,Bangalore,Chennai,771.27
TRIP54557,CUST37010,DRIVER278,Hyderabad,Jaipur,995.07
TRIP54559,CUST33288,DRIVER9087,Pune,Lucknow,66.91
TRIP54561,CUST48782,DRIVER121,Delhi,Mumbai,334.48
TRIP54563,CUST17639,DRIVER8975,Bangalore,Delhi,190.09
TRIP54572,CUST37983,DRIVER8518,Mumbai,Hyderabad,348.75
TRIP54589,CUST47762,DRIVER4177,Mumbai,Hyderabad,612.69
TRIP54590,CUST10330,DRIVER7021,Chennai,Mumbai,194.13
TRIP54592,CUST39529,DRIVER3529,Lucknow,Mumbai,980.8
TRIP54594,CUST13821,DRIVER2378,Mumbai,Jaipur,996.21
TRIP54596,CUST26267,DRIVER7663,Jaipur,Ahmedabad,767.44
TRIP54602,CUST18159,DRIVER8453,Pune,Chennai,815.71
TRIP54608,CUST3165,DRIVER4438,Kolkata,Lucknow,315.69
TRIP54609,CUST30398,DRIVER9673,Kolkata,Hyderabad,165.76
TRIP54614,CUST42340,DRIVER2223,Lucknow,Chennai,301.89
TRIP54616,CUST44110,DRIVER5078,Bangalore,Kolkata,903.85
TRIP54620,CUST17982,DRIVER194,Lucknow,Jaipur,607.53
TRIP54624,CUST44456,DRIVER7975,Lucknow,Kolkata,672.41
TRIP54628,CUST1044,DRIVER5294,Delhi,Ahmedabad,361.73
TRIP54630,CUST5985,DRIVER2046,Jaipur,Pune,583.62
TRIP54633,CUST14076,DRIVER666,Pune,Delhi,123.01
TRIP54635,CUST8057,DRIVER3298,Lucknow,Mumbai,406.21
TRIP54643,CUST37694,DRIVER9489,Hyderabad,Kolkata,758.38
TRIP54647,CUST10221,DRIVER8680,Jaipur,Chennai,637.15
TRIP54648,CUST1407,DRIVER5155,Jaipur,Bangalore,909.97
TRIP54653,CUST35444,DRIVER4408,Lucknow,Bangalore,690.93
TRIP54654,CUST11531,DRIVER8264,Kolkata,Mumbai,792.17
TRIP54657,CUST18262,DRIVER2334,Pune,Jaipur,665.27
TRIP54660,CUST49761,DRIVER6436,Chennai,Kolkata,326.21
TRIP54662,CUST2874,DRIVER5707,Chennai,Ahmedabad,285.39
TRIP54663,CUST13834,DRIVER3174,Pune,Bangalore,788.35
TRIP54664,CUST12015,DRIVER3805,Pune,Hyderabad,375.89
TRIP54665,CUST29583,DRIVER2830,Pune,Hyderabad,153.37
TRIP54666,CUST4120,DRIVER4907,Jaipur,Delhi,120.97
TRIP54667,CUST8268,DRIVER1356,Jaipur,Lucknow,247.83
TRIP54668,CUST27218,DRIVER9590,Lucknow,Ahmedabad,222.27
TRIP54669,CUST44045,DRIVER3775,Delhi,Kolkata,380.9
TRIP54671,CUST38695,DRIVER416,Pune,Mumbai,94.37
TRIP54672,CUST37234,DRIVER6344,Ahmedabad,Chennai,202.37
TRIP54678,CUST46003,DRIVER3916,Mumbai,Bangalore,680.33
TRIP54680,CUST48742,DRIVER9270,Delhi,Kolkata,746.23
TRIP54685,CUST39703,DRIVER1400,Mumbai,Ahmedabad,832.1
TRIP54686,CUST29202,DRIVER8385,Ahmedabad,Bangalore,178.98
TRIP54687,CUST48128,DRIVER7957,Bangalore,Kolkata,103.88
TRIP54689,CUST21718,DRIVER8292,Hyderabad,Delhi,957.84
TRIP54692,CUST30339,DRIVER2119,Mumbai,Pune,625.8
TRIP54694,CUST1002,DRIVER2418,Hyderabad,Pune,481.53
TRIP54695,CUST42187,DRIVER9582,Kolkata,Ahmedabad,932.05
TRIP54696,CUST49128,DRIVER2397,Lucknow,Kolkata,305.14
TRIP54708,CUST14459,DRIVER5923,Kolkata,Pune,748.97
TRIP54709,CUST46977,DRIVER5591,Delhi,Lucknow,156.82
TRIP54711,CUST11521,DRIVER9235,Lucknow,Kolkata,504.81
TRIP54714,CUST15199,DRIVER8279,Delhi,Pune,525.05
TRIP54715,CUST14735,DRIVER4573,Ahmedabad,Chennai,845.36
TRIP54719,CUST39450,DRIVER3604,Delhi,Bangalore,796.11
TRIP54721,CUST24300,DRIVER226,Delhi,Pune,942.53
TRIP54722,CUST43629,DRIVER6887,Lucknow,Pune,968.78
TRIP54723,CUST2672,DRIVER5088,Ahmedabad,Mumbai,465.48
TRIP54725,CUST40213,DRIVER7159,Lucknow,Delhi,360.81
TRIP54726,CUST4956,DRIVER746,Pune,Ahmedabad,477.5
TRIP54728,CUST45622,DRIVER8077,Bangalore,Chennai,662.71
TRIP54729,CUST46201,DRIVER7226,Hyderabad,Chennai,248.72
TRIP54736,CUST44754,DRIVER6006,Kolkata,Hyderabad,355.54
TRIP54744,CUST42650,DRIVER5814,Pune,Jaipur,415.95
TRIP54749,CUST29765,DRIVER7166,Ahmedabad,Chennai,874.26
TRIP54765,CUST33614,DRIVER8492,Jaipur,Chennai,686.62
TRIP54766,CUST2332,DRIVER3775,Pune,Mumbai,602.94
TRIP54769,CUST10756,DRIVER2281,Bangalore,Jaipur,112.56
TRIP54772,CUST5051,DRIVER4830,Delhi,Bangalore,227.81
TRIP54773,CUST27765,DRIVER7084,Mumbai,Hyderabad,933.57
TRIP54774,CUST29265,DRIVER2756,Chennai,Pune,354.06
TRIP54775,CUST40349,DRIVER6837,Lucknow,Kolkata,982.28
TRIP54777,CUST1096,DRIVER1824,Chennai,Hyderabad,587.57
TRIP54784,CUST45756,DRIVER8894,Kolkata,Pune,512.91
TRIP54791,CUST22637,DRIVER2901,Pune,Hyderabad,338.57
TRIP54792,CUST30181,DRIVER8093,Delhi,Kolkata,65.31
TRIP54793,CUST3341,DRIVER4960,Kolkata,Lucknow,896.11
TRIP54797,CUST15222,DRIVER1881,Lucknow,Kolkata,115.45
TRIP54798,CUST36197,DRIVER3636,Lucknow,Hyderabad,678.17
TRIP54802,CUST32692,DRIVER7037,Jaipur,Chennai,561.74
TRIP54803,CUST43369,DRIVER7870,Mumbai,Bangalore,816.19
TRIP54805,CUST1742,DRIVER8711,Pune,Ahmedabad,299.62
TRIP54808,CUST33847,DRIVER9633,Bangalore,Chennai,869.5
TRIP54810,CUST34934,DRIVER4982,Chennai,Ahmedabad,569.5
TRIP54818,CUST40603,DRIVER2968,Hyderabad,Delhi,287.97
TRIP54825,CUST18719,DRIVER5836,Lucknow,Kolkata,546.66
TRIP54826,CUST34915,DRIVER9582,Pune,Jaipur,959.4
TRIP54827,CUST40028,DRIVER9347,Hyderabad,Lucknow,677.13
TRIP54832,CUST24940,DRIVER3066,Pune,Delhi,243.13
TRIP54833,CUST3953,DRIVER9366,Ahmedabad,Chennai,871.98
TRIP54834,CUST40257,DRIVER840,Lucknow,Chennai,736.88
TRIP54835,CUST1851,DRIVER1455,Jaipur,Mumbai,980.71
TRIP54836,CUST21715,DRIVER3598,Ahmedabad,Delhi,438.12
TRIP54837,CUST35353,DRIVER6020,Lucknow,Jaipur,405.47
TRIP54838,CUST10948,DRIVER9623,Pune,Ahmedabad,710.08
TRIP54842,CUST1884,DRIVER7773,Pune,Lucknow,895.64
TRIP54849,CUST24334,DRIVER3954,Hyderabad,Kolkata,298.09
TRIP54851,CUST40374,DRIVER126,Bangalore,Mumbai,764.08
TRIP54856,CUST31377,DRIVER9236,Lucknow,Hyderabad,559.93
TRIP54859,CUST2952,DRIVER2576,Mumbai,Ahmedabad,671.75
TRIP54861,CUST1643,DRIVER5225,Kolkata,Jaipur,972.36
TRIP54866,CUST15656,DRIVER2700,Hyderabad,Lucknow,798.76
TRIP54871,CUST11315,DRIVER6728,Ahmedabad,Kolkata,346.5
TRIP54872,CUST30424,DRIVER4192,Delhi,Jaipur,403.76
TRIP54874,CUST9577,DRIVER4280,Delhi,Ahmedabad,963.62
TRIP54876,CUST7656,DRIVER2006,Jaipur,Mumbai,899.18
TRIP54877,CUST20008,DRIVER6559,Mumbai,Lucknow,809.77
TRIP54878,CUST23003,DRIVER8166,Ahmedabad,Mumbai,633.46
TRIP54880,CUST49220,DRIVER7908,Ahmedabad,Hyderabad,68.12
TRIP54881,CUST7717,DRIVER5302,Jaipur,Bangalore,206.11
TRIP54889,CUST964,DRIVER7893,Hyderabad,Chennai,148.66
TRIP54890,CUST46351,DRIVER512,Ahmedabad,Mumbai,311.53
TRIP54898,CUST21889,DRIVER2804,Delhi,Lucknow,788.41
TRIP54899,CUST36836,DRIVER6903,Mumbai,Jaipur,340.81
TRIP54903,CUST39010,DRIVER3070,Bangalore,Pune,840.93
TRIP54910,CUST9065,DRIVER9810,Hyderabad,Pune,408.81
TRIP54911,CUST5494,DRIVER5504,Mumbai,Bangalore,419.28
TRIP54912,CUST33115,DRIVER7720,Mumbai,Delhi,318.23
TRIP54913,CUST46737,DRIVER9621,Bangalore,Delhi,752.33
TRIP54918,CUST21091,DRIVER6559,Pune,Bangalore,998.56
TRIP54920,CUST5409,DRIVER6910,Jaipur,Bangalore,317.04
TRIP54927,CUST29513,DRIVER4291,Jaipur,Lucknow,810.11
TRIP54929,CUST35506,DRIVER9334,Pune,Hyderabad,518.0
TRIP54931,CUST39181,DRIVER6194,Jaipur,Chennai,476.4
TRIP54934,CUST11465,DRIVER4698,Mumbai,Pune,854.05
TRIP54939,CUST20878,DRIVER731,Ahmedabad,Mumbai,406.07
TRIP54942,CUST25490,DRIVER9679,Ahmedabad,Bangalore,234.21
TRIP54944,CUST13136,DRIVER6641,Ahmedabad,Chennai,665.49
TRIP54945,CUST27856,DRIVER7572,Chennai,Mumbai,110.16
TRIP54951,CUST45400,DRIVER6362,Chennai,Delhi,779.89
TRIP54961,CUST27794,DRIVER9588,Jaipur,Ahmedabad,520.86
TRIP54963,CUST25047,DRIVER5955,Ahmedabad,Mumbai,933.48
TRIP54965,CUST34961,DRIVER8749,Kolkata,Ahmedabad,531.85
TRIP54971,CUST27900,DRIVER9816,Delhi,Pune,383.08
TRIP54973,CUST24321,DRIVER5699,Delhi,Jaipur,615.7
TRIP54985,CUST25293,DRIVER7938,Mumbai,Chennai,198.18
TRIP54986,CUST31530,DRIVER4950,Mumbai,Kolkata,629.21
TRIP54989,CUST46181,DRIVER8282,Chennai,Hyderabad,610.06
TRIP54992,CUST42102,DRIVER9495,Lucknow,Pune,312.24
TRIP54996,CUST7296,DRIVER2564,Ahmedabad,Kolkata,113.04
TRIP55000,CUST44430,DRIVER8375,Hyderabad,Ahmedabad,924.78
TRIP55005,CUST18095,DRIVER5217,Delhi,Kolkata,642.05
TRIP55007,CUST38687,DRIVER1960,Ahmedabad,Delhi,56.9
TRIP55008,CUST14428,DRIVER8794,Delhi,Lucknow,406.26
TRIP55009,CUST37729,DRIVER9879,Lucknow,Pune,444.15
TRIP55013,CUST15448,DRIVER7860,Chennai,Bangalore,567.16
TRIP55017,CUST30574,DRIVER8813,Lucknow,Jaipur,956.86
TRIP55018,CUST40446,DRIVER5644,Kolkata,Lucknow,377.78
TRIP55024,CUST7707,DRIVER8778,Lucknow,Jaipur,797.61
TRIP55025,CUST9375,DRIVER7754,Delhi,Chennai,675.13
TRIP55032,CUST7519,DRIVER453,Mumbai,Ahmedabad,550.61
TRIP55034,CUST19834,DRIVER5417,Pune,Jaipur,526.63
TRIP55035,CUST45647,DRIVER9448,Jaipur,Bangalore,302.56
TRIP55036,CUST24491,DRIVER9076,Pune,Kolkata,539.85
TRIP55039,CUST388,DRIVER4732,Lucknow,Mumbai,597.34
TRIP55046,CUST6019,DRIVER4976,Lucknow,Chennai,722.03
TRIP55049,CUST19085,DRIVER822,Bangalore,Hyderabad,377.81
TRIP55052,CUST30446,DRIVER805,Hyderabad,Mumbai,291.28
TRIP55059,CUST15646,DRIVER7950,Lucknow,Pune,384.52
TRIP55065,CUST19049,DRIVER3630,Hyderabad,Kolkata,812.4
TRIP55068,CUST32883,DRIVER6527,Bangalore,Hyderabad,527.13
TRIP55070,CUST34208,DRIVER9594,Kolkata,Lucknow,383.93
TRIP55071,CUST9094,DRIVER7129,Delhi,Lucknow,722.98
TRIP55075,CUST34791,DRIVER9620,Chennai,Delhi,297.86
TRIP55077,CUST15107,DRIVER940,Lucknow,Ahmedabad,833.45
TRIP55079,CUST42574,DRIVER3004,Ahmedabad,Hyderabad,652.36
TRIP55082,CUST37596,DRIVER936,Kolkata,Jaipur,528.06
TRIP55085,CUST3245,DRIVER5591,Mumbai,Chennai,971.03
TRIP55087,CUST36540,DRIVER5434,Mumbai,Kolkata,673.11
TRIP55095,CUST35555,DRIVER9075,Delhi,Bangalore,963.83
TRIP55097,CUST29144,DRIVER7998,Lucknow,Kolkata,671.91
TRIP55098,CUST26037,DRIVER3757,Mumbai,Pune,351.98
TRIP55102,CUST22324,DRIVER2144,Hyderabad,Jaipur,61.21
TRIP55108,CUST7206,DRIVER9818,Chennai,Bangalore,513.22
TRIP55110,CUST15195,DRIVER2710,Lucknow,Delhi,507.81
TRIP55113,CUST39336,DRIVER5396,Jaipur,Kolkata,653.55
TRIP55115,CUST28040,DRIVER5507,Lucknow,Delhi,423.46
TRIP55119,CUST7064,DRIVER1053,Chennai,Kolkata,388.42
TRIP55122,CUST2909,DRIVER8335,Hyderabad,Lucknow,628.37
TRIP55125,CUST8709,DRIVER9708,Delhi,Ahmedabad,830.92
TRIP55126,CUST43463,DRIVER7146,Mumbai,Bangalore,455.86
TRIP55132,CUST22215,DRIVER7187,Mumbai,Ahmedabad,279.43
TRIP55133,CUST42411,DRIVER1188,Kolkata,Lucknow,393.96
TRIP55134,CUST49348,DRIVER5434,Kolkata,Bangalore,363.05
TRIP55135,CUST33536,DRIVER1441,Ahmedabad,Delhi,577.7
TRIP55141,CUST27892,DRIVER1382,Pune,Kolkata,263.8
TRIP55147,CUST12418,DRIVER9324,Kolkata,Ahmedabad,490.81
TRIP55150,CUST2013,DRIVER7725,Delhi,Bangalore,788.62
TRIP55152,CUST17489,DRIVER7881,Pune,Bangalore,369.76
TRIP55154,CUST48953,DRIVER3252,Delhi,Mumbai,135.66
TRIP55155,CUST5538,DRIVER7083,Jaipur,Chennai,538.22
TRIP55160,CUST2873,DRIVER2428,Chennai,Ahmedabad,481.27
TRIP55161,CUST35776,DRIVER4759,Mumbai,Hyderabad,804.72
TRIP55166,CUST8947,DRIVER617,Hyderabad,Kolkata,957.42
TRIP55169,CUST40508,DRIVER2860,Hyderabad,Lucknow,136.63
TRIP55172,CUST6032,DRIVER9240,Kolkata,Mumbai,863.68
TRIP55175,CUST23929,DRIVER8968,Hyderabad,Ahmedabad,626.21
TRIP55179,CUST6091,DRIVER8575,Hyderabad,Delhi,236.41
TRIP55181,CUST28225,DRIVER5893,Jaipur,Delhi,196.21
TRIP55186,CUST46615,DRIVER5426,Lucknow,Bangalore,349.32
TRIP55190,CUST20925,DRIVER6558,Hyderabad,Ahmedabad,229.2
TRIP55191,CUST22840,DRIVER3294,Jaipur,Chennai,794.4
TRIP55199,CUST1524,DRIVER7349,Hyderabad,Lucknow,569.99
TRIP55200,CUST1773,DRIVER2786,Pune,Lucknow,652.76
TRIP55201,CUST45593,DRIVER747,Hyderabad,Chennai,919.75
TRIP55203,CUST2203,DRIVER6546,Kolkata,Jaipur,520.39
TRIP55204,CUST39435,DRIVER7452,Chennai,Ahmedabad,792.41
TRIP55205,CUST22422,DRIVER5231,Ahmedabad,Kolkata,777.09
TRIP55207,CUST23267,DRIVER6269,Lucknow,Hyderabad,925.64
TRIP55208,CUST28443,DRIVER9574,Jaipur,Pune,941.07
TRIP55213,CUST28866,DRIVER8970,Chennai,Lucknow,227.13
TRIP55216,CUST25712,DRIVER9968,Mumbai,Jaipur,283.0
TRIP55217,CUST24672,DRIVER8924,Ahmedabad,Delhi,507.86
TRIP55218,CUST22400,DRIVER4427,Ahmedabad,Chennai,830.9
TRIP55219,CUST3520,DRIVER8316,Chennai,Bangalore,538.43
TRIP55220,CUST12551,DRIVER5538,Chennai,Ahmedabad,798.43
TRIP55221,CUST40398,DRIVER3045,Ahmedabad,Pune,871.87
TRIP55226,CUST46757,DRIVER7667,Jaipur,Chennai,150.6
TRIP55227,CUST2549,DRIVER3563,Chennai,Mumbai,125.27
TRIP55238,CUST3418,DRIVER1890,Delhi,Mumbai,941.58
TRIP55240,CUST4118,DRIVER6326,Kolkata,Ahmedabad,278.46
TRIP55247,CUST22327,DRIVER8033,Kolkata,Lucknow,833.17
TRIP55253,CUST23258,DRIVER7809,Mumbai,Jaipur,53.78
TRIP55257,CUST26256,DRIVER6344,Pune,Lucknow,820.51
TRIP55258,CUST31911,DRIVER3552,Lucknow,Ahmedabad,880.49
TRIP55263,CUST48211,DRIVER7881,Kolkata,Mumbai,176.05
TRIP55271,CUST25703,DRIVER705,Jaipur,Mumbai,528.23
TRIP55272,CUST21814,DRIVER1402,Hyderabad,Mumbai,560.93
TRIP55274,CUST37375,DRIVER7422,Hyderabad,Pune,497.8
TRIP55275,CUST19972,DRIVER9055,Hyderabad,Chennai,75.53
TRIP55276,CUST45279,DRIVER1410,Kolkata,Hyderabad,84.74
TRIP55279,CUST9775,DRIVER6058,Delhi,Pune,57.18
TRIP55280,CUST18675,DRIVER7325,Kolkata,Hyderabad,886.29
TRIP55281,CUST7102,DRIVER4543,Kolkata,Mumbai,885.57
TRIP55282,CUST26853,DRIVER4171,Lucknow,Bangalore,835.43
TRIP55284,CUST19843,DRIVER3541,Pune,Kolkata,404.76
TRIP55286,CUST28704,DRIVER2491,Jaipur,Chennai,654.35
TRIP55292,CUST36897,DRIVER3006,Chennai,Hyderabad,513.5
TRIP55297,CUST32266,DRIVER9897,Pune,Lucknow,152.94
TRIP55298,CUST23990,DRIVER9380,Pune,Lucknow,700.22
TRIP55300,CUST33206,DRIVER5818,Bangalore,Chennai,709.32
