payment_id,trip_id,trip_fare,mode_of_payment
PAY57780,TRIP57780,258.8,UPI
PAY57785,TRIP57785,601.45,Wallet
PAY57786,TRIP57786,169.58,Card
PAY57794,TRIP57794,941.99,Card
PAY57796,TRIP57796,809.42,Wallet
PAY57797,TRIP57797,643.42,UPI
PAY57799,TRIP57799,705.83,UPI
PAY57801,TRIP57801,710.63,UPI
PAY57803,TRIP57803,291.31,UPI
PAY57804,TRIP57804,942.83,Cash
PAY57805,TRIP57805,128.43,Wallet
PAY57807,TRIP57807,68.91,Cash
PAY57808,TRIP57808,392.29,Cash
PAY57809,TRIP57809,487.05,Cash
PAY57819,TRIP57819,887.25,UPI
PAY57825,TRIP57825,320.43,Wallet
PAY57828,TRIP57828,795.09,Wallet
PAY57831,TRIP57831,469.12,Card
PAY57833,TRIP57833,902.34,UPI
PAY57835,TRIP57835,93.36,UPI
PAY57838,TRIP57838,889.79,UPI
PAY57839,TRIP57839,798.26,Card
PAY57844,TRIP57844,471.06,Card
PAY57845,TRIP57845,76.6,Wallet
PAY57846,TRIP57846,924.6,Cash
PAY57847,TRIP57847,494.34,Card
PAY57849,TRIP57849,415.64,UPI
PAY57856,TRIP57856,660.26,UPI
PAY57857,TRIP57857,312.57,UPI
PAY57858,TRIP57858,636.75,Card
PAY57860,TRIP57860,703.96,Wallet
PAY57861,TRIP57861,759.05,Cash
PAY57862,TRIP57862,530.13,Card
PAY57864,TRIP57864,256.93,Card
PAY57865,TRIP57865,205.15,UPI
PAY57868,TRIP57868,720.53,Cash
PAY57873,TRIP57873,758.74,Cash
PAY57876,TRIP57876,301.96,UPI
PAY57877,TRIP57877,182.87,Card
PAY57879,TRIP57879,686.71,Wallet
PAY57881,TRIP57881,299.3,Wallet
PAY57883,TRIP57883,744.72,Wallet
PAY57884,TRIP57884,970.62,UPI
PAY57887,TRIP57887,426.33,Cash
PAY57890,TRIP57890,604.55,UPI
PAY57893,TRIP57893,343.84,Wallet
PAY57898,TRIP57898,389.42,Cash
PAY57900,TRIP57900,561.3,Wallet
PAY57901,TRIP57901,719.6,Cash
PAY57902,TRIP57902,300.94,Wallet
PAY57904,TRIP57904,813.32,Wallet
PAY57906,TRIP57906,188.01,Card
PAY57907,TRIP57907,400.61,UPI
PAY57912,TRIP57912,157.6,UPI
PAY57913,TRIP57913,707.91,Cash
PAY57914,TRIP57914,886.01,UPI
PAY57922,TRIP57922,806.62,UPI
PAY57926,TRIP57926,942.37,Cash
PAY57933,TRIP57933,660.67,Wallet
PAY57935,TRIP57935,258.03,Card
PAY57936,TRIP57936,589.0,UPI
PAY57942,TRIP57942,504.55,UPI
PAY57944,TRIP57944,629.21,Wallet
PAY57948,TRIP57948,210.75,Wallet
PAY57957,TRIP57957,494.48,UPI
PAY57959,TRIP57959,410.23,Card
PAY57964,TRIP57964,955.24,Cash
PAY57966,TRIP57966,157.12,Card
PAY57971,TRIP57971,906.51,Wallet
PAY57972,TRIP57972,266.18,Wallet
PAY57976,TRIP57976,576.63,Card
PAY57977,TRIP57977,602.64,Card
PAY57978,TRIP57978,666.38,Wallet
PAY57980,TRIP57980,250.59,UPI
PAY57983,TRIP57983,902.2,Wallet
PAY57985,TRIP57985,151.83,Wallet
PAY57987,TRIP57987,947.64,UPI
PAY57988,TRIP57988,135.0,Card
PAY57994,TRIP57994,616.92,Cash
PAY57995,TRIP57995,272.81,Wallet
PAY57997,TRIP57997,362.44,Cash
PAY57998,TRIP57998,126.84,Card
PAY58003,TRIP58003,693.11,UPI
PAY58004,TRIP58004,226.53,Cash
PAY58008,TRIP58008,300.25,UPI
PAY58010,TRIP58010,219.63,UPI
PAY58013,TRIP58013,687.33,UPI
PAY58017,TRIP58017,810.4,Cash
PAY58025,TRIP58025,955.95,Card
PAY58026,TRIP58026,845.45,Wallet
PAY58027,TRIP58027,965.55,Wallet
PAY58029,TRIP58029,966.83,Wallet
PAY58032,TRIP58032,983.02,Card
PAY58033,TRIP58033,739.73,Cash
PAY58036,TRIP58036,217.75,Cash
PAY58037,TRIP58037,525.09,Wallet
PAY58040,TRIP58040,974.93,Wallet
PAY58044,TRIP58044,522.88,Wallet
PAY58046,TRIP58046,320.62,Wallet
PAY58054,TRIP58054,168.88,Card
PAY58055,TRIP58055,904.94,UPI
PAY58056,TRIP58056,699.38,Wallet
PAY58062,TRIP58062,663.14,UPI
PAY58065,TRIP58065,773.18,UPI
PAY58068,TRIP58068,366.77,Card
PAY58072,TRIP58072,66.68,UPI
PAY58075,TRIP58075,224.11,UPI
PAY58076,TRIP58076,87.16,Wallet
PAY58077,TRIP58077,821.32,Cash
PAY58078,TRIP58078,458.49,Card
PAY58081,TRIP58081,403.53,UPI
PAY58086,TRIP58086,753.29,Cash
PAY58088,TRIP58088,578.13,Wallet
PAY58090,TRIP58090,746.3,UPI
PAY58091,TRIP58091,737.99,Wallet
PAY58097,TRIP58097,957.9,Cash
PAY58098,TRIP58098,717.3,Cash
PAY58102,TRIP58102,542.26,Wallet
PAY58103,TRIP58103,433.94,UPI
PAY58107,TRIP58107,335.44,Cash
PAY58110,TRIP58110,560.64,Cash
PAY58113,TRIP58113,999.81,Wallet
PAY58118,TRIP58118,924.11,UPI
PAY58123,TRIP58123,523.74,Cash
PAY58127,TRIP58127,506.12,Wallet
PAY58128,TRIP58128,935.52,Card
PAY58130,TRIP58130,348.55,Card
PAY58137,TRIP58137,146.18,Cash
PAY58142,TRIP58142,109.14,Cash
PAY58145,TRIP58145,958.86,Wallet
PAY58146,TRIP58146,180.71,UPI
PAY58152,TRIP58152,144.09,UPI
PAY58153,TRIP58153,372.2,Wallet
PAY58154,TRIP58154,65.89,Wallet
PAY58159,TRIP58159,212.69,Wallet
PAY58161,TRIP58161,421.73,UPI
PAY58164,TRIP58164,937.93,Wallet
PAY58169,TRIP58169,195.16,UPI
PAY58170,TRIP58170,308.01,UPI
PAY58172,TRIP58172,864.35,Wallet
PAY58176,TRIP58176,305.96,Wallet
PAY58177,TRIP58177,214.24,Wallet
PAY58184,TRIP58184,390.25,UPI
PAY58185,TRIP58185,786.8,UPI
PAY58187,TRIP58187,958.59,UPI
PAY58189,TRIP58189,936.31,Cash
PAY58191,TRIP58191,106.88,UPI
PAY58196,TRIP58196,273.68,UPI
PAY58197,TRIP58197,360.03,Wallet
PAY58202,TRIP58202,490.78,UPI
PAY58203,TRIP58203,729.69,UPI
PAY58205,TRIP58205,857.82,Card
PAY58207,TRIP58207,600.81,UPI
PAY58214,TRIP58214,107.01,Wallet
PAY58216,TRIP58216,274.06,Wallet
PAY58220,TRIP58220,487.84,Card
PAY58221,TRIP58221,893.16,Wallet
PAY58222,TRIP58222,532.65,Card
PAY58223,TRIP58223,878.87,Card
PAY58225,TRIP58225,78.38,UPI
PAY58227,TRIP58227,513.58,UPI
PAY58228,TRIP58228,387.09,Card
PAY58236,TRIP58236,926.1,Card
PAY58237,TRIP58237,453.05,Cash
PAY58240,TRIP58240,313.81,Cash
PAY58245,TRIP58245,893.72,Cash
PAY58253,TRIP58253,126.54,Cash
PAY58264,TRIP58264,157.64,Wallet
PAY58265,TRIP58265,103.2,Card
PAY58273,TRIP58273,193.78,Wallet
PAY58274,TRIP58274,350.17,Wallet
PAY58279,TRIP58279,952.04,Cash
PAY58282,TRIP58282,511.53,Wallet
PAY58283,TRIP58283,676.4,Wallet
PAY58285,TRIP58285,950.17,Card
PAY58291,TRIP58291,886.33,UPI
PAY58296,TRIP58296,857.21,Wallet
PAY58302,TRIP58302,807.05,Card
PAY58305,TRIP58305,393.44,UPI
PAY58307,TRIP58307,438.73,Cash
PAY58313,TRIP58313,882.63,Card
PAY58315,TRIP58315,517.18,Cash
PAY58318,TRIP58318,949.08,UPI
PAY58321,TRIP58321,491.82,Card
PAY58323,TRIP58323,510.69,Wallet
PAY58324,TRIP58324,120.34,Cash
PAY58333,TRIP58333,786.78,Cash
PAY58334,TRIP58334,909.42,UPI
PAY58336,TRIP58336,111.11,UPI
PAY58340,TRIP58340,687.95,Cash
PAY58348,TRIP58348,531.82,UPI
PAY58355,TRIP58355,74.16,Cash
PAY58356,TRIP58356,403.93,UPI
PAY58358,TRIP58358,687.07,Cash
PAY58360,TRIP58360,515.97,UPI
PAY58377,TRIP58377,176.66,Card
PAY58380,TRIP58380,300.92,Cash
PAY58385,TRIP58385,783.01,Cash
PAY58388,TRIP58388,711.12,Cash
PAY58396,TRIP58396,710.6,Cash
PAY58401,TRIP58401,169.27,Card
PAY58403,TRIP58403,317.57,Card
PAY58407,TRIP58407,953.9,Wallet
PAY58409,TRIP58409,131.52,UPI
PAY58411,TRIP58411,657.62,Cash
PAY58414,TRIP58414,499.74,Wallet
PAY58416,TRIP58416,154.45,UPI
PAY58417,TRIP58417,256.19,Cash
PAY58419,TRIP58419,420.73,Card
PAY58420,TRIP58420,700.36,UPI
PAY58421,TRIP58421,859.51,UPI
PAY58423,TRIP58423,649.05,Card
PAY58427,TRIP58427,754.23,Card
PAY58430,TRIP58430,308.65,Wallet
PAY58431,TRIP58431,397.17,Wallet
PAY58432,TRIP58432,659.59,UPI
PAY58433,TRIP58433,266.39,Card
PAY58441,TRIP58441,541.3,Card
PAY58444,TRIP58444,231.74,Cash
PAY58446,TRIP58446,900.92,Cash
PAY58448,TRIP58448,207.47,UPI
PAY58452,TRIP58452,98.11,UPI
PAY58453,TRIP58453,276.91,UPI
PAY58461,TRIP58461,419.76,Card
PAY58462,TRIP58462,485.7,Cash
PAY58463,TRIP58463,329.54,Card
PAY58464,TRIP58464,59.55,Wallet
PAY58466,TRIP58466,830.73,Cash
PAY58472,TRIP58472,811.15,UPI
PAY58473,TRIP58473,533.76,Cash
PAY58476,TRIP58476,70.51,UPI
PAY58482,TRIP58482,610.12,Cash
PAY58483,TRIP58483,771.31,Cash
PAY58485,TRIP58485,656.06,UPI
PAY58486,TRIP58486,304.26,Cash
PAY58501,TRIP58501,545.0,Card
PAY58503,TRIP58503,802.66,UPI
PAY58505,TRIP58505,829.33,Cash
PAY58509,TRIP58509,716.31,Card
PAY58510,TRIP58510,668.38,Cash
PAY58520,TRIP58520,51.4,Card
PAY58524,TRIP58524,241.25,Card
PAY58531,TRIP58531,614.74,UPI
PAY58535,TRIP58535,585.56,Cash
PAY58544,TRIP58544,335.68,Cash
PAY58545,TRIP58545,155.31,UPI
PAY58550,TRIP58550,950.86,UPI
PAY58552,TRIP58552,158.31,Wallet
PAY58558,TRIP58558,418.32,Cash
PAY58561,TRIP58561,350.5,Wallet
PAY58564,TRIP58564,340.87,Cash
PAY58565,TRIP58565,343.3,Wallet
PAY58566,TRIP58566,431.46,Card
PAY58567,TRIP58567,874.79,Cash
PAY58571,TRIP58571,911.17,Cash
PAY58582,TRIP58582,882.9,Cash
PAY58583,TRIP58583,787.92,Card
PAY58594,TRIP58594,73.11,Card
PAY58595,TRIP58595,388.92,Card
PAY58596,TRIP58596,405.41,Wallet
PAY58599,TRIP58599,463.89,Wallet
PAY58607,TRIP58607,799.95,Wallet
PAY58611,TRIP58611,93.74,Wallet
PAY58614,TRIP58614,670.15,Cash
PAY58615,TRIP58615,646.31,UPI
PAY58619,TRIP58619,338.92,Wallet
PAY58625,TRIP58625,203.25,Cash
PAY58633,TRIP58633,486.13,Card
PAY58637,TRIP58637,701.95,Wallet
PAY58638,TRIP58638,272.87,Wallet
PAY58639,TRIP58639,364.46,UPI
PAY58642,TRIP58642,211.99,UPI
PAY58643,TRIP58643,868.05,Cash
PAY58649,TRIP58649,127.05,Cash
PAY58657,TRIP58657,421.05,UPI
PAY58658,TRIP58658,461.24,Wallet
PAY58659,TRIP58659,182.11,Card
PAY58660,TRIP58660,162.3,UPI
PAY58668,TRIP58668,455.47,Wallet
PAY58669,TRIP58669,737.39,Card
PAY58670,TRIP58670,707.46,Cash
PAY58673,TRIP58673,930.38,UPI
PAY58675,TRIP58675,326.68,Card
PAY58678,TRIP58678,201.73,Card
PAY58679,TRIP58679,754.16,Wallet
PAY58681,TRIP58681,742.2,Wallet
PAY58682,TRIP58682,98.16,UPI
PAY58683,TRIP58683,904.25,Wallet
PAY58685,TRIP58685,331.06,Wallet
PAY58689,TRIP58689,379.67,Wallet
PAY58690,TRIP58690,686.43,Wallet
PAY58699,TRIP58699,728.53,Cash
PAY58700,TRIP58700,997.57,Card
PAY58704,TRIP58704,208.19,UPI
PAY58707,TRIP58707,119.87,Cash
PAY58711,TRIP58711,365.72,UPI
PAY58719,TRIP58719,299.86,Cash
PAY58722,TRIP58722,892.19,UPI
PAY58723,TRIP58723,663.34,Wallet
PAY58727,TRIP58727,292.82,UPI
PAY58743,TRIP58743,706.66,Card
PAY58747,TRIP58747,605.05,Card
PAY58749,TRIP58749,689.66,UPI
PAY58750,TRIP58750,285.73,Cash
PAY58754,TRIP58754,804.32,UPI
PAY58760,TRIP58760,552.08,UPI
PAY58764,TRIP58764,500.38,Card
PAY58771,TRIP58771,578.93,Wallet
PAY58774,TRIP58774,535.68,Card
PAY58775,TRIP58775,186.57,UPI
PAY58778,TRIP58778,795.15,Card
PAY58792,TRIP58792,992.56,Cash
PAY58797,TRIP58797,650.29,Cash
PAY58800,TRIP58800,795.44,Card
PAY58803,TRIP58803,847.15,Cash
PAY58806,TRIP58806,698.4,UPI
PAY58808,TRIP58808,170.01,Card
PAY58811,TRIP58811,686.02,Wallet
PAY58812,TRIP58812,277.68,Wallet
PAY58814,TRIP58814,370.97,UPI
PAY58815,TRIP58815,84.74,UPI
PAY58817,TRIP58817,86.57,UPI
PAY58820,TRIP58820,114.54,Wallet
PAY58829,TRIP58829,190.87,Card
PAY58831,TRIP58831,713.39,Cash
PAY58832,TRIP58832,295.83,UPI
PAY58833,TRIP58833,590.42,UPI
PAY58834,TRIP58834,878.7,UPI
PAY58836,TRIP58836,652.88,Card
PAY58838,TRIP58838,624.38,Cash
PAY58839,TRIP58839,983.39,Wallet
PAY58844,TRIP58844,425.26,Cash
PAY58846,TRIP58846,607.56,Wallet
PAY58847,TRIP58847,485.47,Cash
PAY58850,TRIP58850,847.35,Wallet
PAY58854,TRIP58854,393.73,Wallet
PAY58855,TRIP58855,564.36,Cash
PAY58857,TRIP58857,261.34,Cash
PAY58858,TRIP58858,450.55,Wallet
PAY58859,TRIP58859,306.46,Wallet
PAY58861,TRIP58861,158.85,UPI
PAY58865,TRIP58865,563.14,Card
PAY58870,TRIP58870,692.37,Wallet
PAY58874,TRIP58874,923.55,Wallet
PAY58876,TRIP58876,908.68,Cash
PAY58877,TRIP58877,274.67,Card
PAY58878,TRIP58878,337.41,Wallet
PAY58879,TRIP58879,731.5,Card
PAY58885,TRIP58885,195.4,Cash
PAY58887,TRIP58887,660.92,Wallet
PAY58889,TRIP58889,327.24,UPI
PAY58890,TRIP58890,734.06,UPI
PAY58891,TRIP58891,827.77,Card
PAY58896,TRIP58896,938.45,Wallet
PAY58899,TRIP58899,81.34,Cash
PAY58900,TRIP58900,347.32,Cash
PAY58902,TRIP58902,384.68,Card
PAY58904,TRIP58904,219.76,Wallet
PAY58908,TRIP58908,878.55,Cash
PAY58909,TRIP58909,498.82,Cash
PAY58910,TRIP58910,540.46,Cash
PAY58911,TRIP58911,890.96,Cash
PAY58920,TRIP58920,610.95,Cash
PAY58922,TRIP58922,765.97,Cash
PAY58923,TRIP58923,522.68,Wallet
PAY58926,TRIP58926,315.13,Wallet
PAY58927,TRIP58927,76.39,Wallet
PAY58928,TRIP58928,786.0,Cash
PAY58929,TRIP58929,333.52,UPI
PAY58931,TRIP58931,487.26,UPI
PAY58933,TRIP58933,319.63,Card
PAY58935,TRIP58935,872.23,Card
PAY58939,TRIP58939,450.9,Card
PAY58941,TRIP58941,363.92,UPI
PAY58943,TRIP58943,454.79,Card
PAY58947,TRIP58947,586.38,Card
PAY58950,TRIP58950,499.27,Cash
PAY58951,TRIP58951,799.99,Wallet
PAY58954,TRIP58954,621.49,Wallet
PAY58960,TRIP58960,229.11,Cash
PAY58963,TRIP58963,151.6,Card
PAY58975,TRIP58975,572.14,Cash
PAY58982,TRIP58982,61.21,UPI
PAY58983,TRIP58983,339.4,Cash
PAY58989,TRIP58989,71.22,UPI
PAY58990,TRIP58990,944.71,Cash
PAY58991,TRIP58991,209.82,Cash
PAY58993,TRIP58993,279.73,Wallet
PAY58996,TRIP58996,869.74,Cash
PAY58997,TRIP58997,229.63,Wallet
PAY59000,TRIP59000,762.32,UPI
PAY59001,TRIP59001,209.65,UPI
PAY59011,TRIP59011,65.65,Card
PAY59012,TRIP59012,448.9,UPI
PAY59017,TRIP59017,270.17,Card
PAY59019,TRIP59019,714.68,Card
PAY59020,TRIP59020,264.74,Cash
PAY59022,TRIP59022,936.34,Wallet
PAY59027,TRIP59027,59.85,Card
PAY59028,TRIP59028,269.54,Cash
PAY59031,TRIP59031,233.85,Wallet
PAY59036,TRIP59036,726.05,Wallet
PAY59037,TRIP59037,152.38,UPI
PAY59039,TRIP59039,642.08,Card
PAY59040,TRIP59040,832.2,Wallet
PAY59044,TRIP59044,383.83,Cash
PAY59046,TRIP59046,339.35,Wallet
PAY59065,TRIP59065,121.93,UPI
PAY59066,TRIP59066,551.87,Cash
PAY59071,TRIP59071,806.77,Cash
PAY59072,TRIP59072,951.16,Wallet
PAY59075,TRIP59075,139.35,Cash
PAY59080,TRIP59080,258.4,Wallet
PAY59085,TRIP59085,561.53,UPI
PAY59086,TRIP59086,141.76,Cash
PAY59087,TRIP59087,783.78,UPI
PAY59088,TRIP59088,882.86,UPI
PAY59089,TRIP59089,982.1,UPI
PAY59090,TRIP59090,475.1,Card
PAY59096,TRIP59096,242.33,Wallet
PAY59100,TRIP59100,570.63,Wallet
PAY59101,TRIP59101,506.53,Cash
PAY59105,TRIP59105,864.58,Cash
PAY59108,TRIP59108,922.39,Card
PAY59110,TRIP59110,499.74,Card
PAY59111,TRIP59111,439.9,Cash
PAY59114,TRIP59114,232.4,Card
PAY59122,TRIP59122,792.34,Wallet
PAY59123,TRIP59123,807.44,Card
PAY59124,TRIP59124,827.86,Card
PAY59127,TRIP59127,569.49,Card
PAY59130,TRIP59130,648.7,Wallet
PAY59133,TRIP59133,421.21,UPI
PAY59134,TRIP59134,783.49,Cash
PAY59135,TRIP59135,473.8,Card
PAY59136,TRIP59136,78.07,UPI
PAY59137,TRIP59137,456.34,Wallet
PAY59142,TRIP59142,660.97,Cash
PAY59144,TRIP59144,480.87,Card
PAY59149,TRIP59149,766.27,Cash
PAY59150,TRIP59150,413.21,UPI
PAY59152,TRIP59152,845.11,Cash
PAY59155,TRIP59155,340.92,Card
PAY59159,TRIP59159,345.33,Card
PAY59163,TRIP59163,786.98,Wallet
PAY59165,TRIP59165,586.77,Wallet
PAY59166,TRIP59166,50.69,Cash
PAY59172,TRIP59172,347.87,UPI
PAY59176,TRIP59176,981.24,Cash
PAY59177,TRIP59177,500.45,Wallet
PAY59180,TRIP59180,812.87,UPI
PAY59187,TRIP59187,187.13,Cash
PAY59188,TRIP59188,373.16,Wallet
PAY59191,TRIP59191,795.22,Cash
PAY59199,TRIP59199,452.69,Cash
PAY59202,TRIP59202,64.89,UPI
PAY59205,TRIP59205,483.69,UPI
PAY59207,TRIP59207,949.79,Card
PAY59210,TRIP59210,50.43,Card
PAY59213,TRIP59213,839.45,Wallet
PAY59214,TRIP59214,921.63,Card
PAY59216,TRIP59216,85.8,Wallet
PAY59220,TRIP59220,106.42,Cash
PAY59225,TRIP59225,224.44,Wallet
PAY59226,TRIP59226,906.17,Cash
PAY59227,TRIP59227,987.06,UPI
PAY59228,TRIP59228,322.01,UPI
PAY59230,TRIP59230,394.32,Card
PAY59232,TRIP59232,497.68,Wallet
PAY59234,TRIP59234,321.85,Card
PAY59237,TRIP59237,551.7,Cash
PAY59240,TRIP59240,929.96,Cash
PAY59243,TRIP59243,442.18,Card
PAY59245,TRIP59245,598.49,Cash
PAY59246,TRIP59246,625.96,Wallet
PAY59247,TRIP59247,273.02,Card
PAY59249,TRIP59249,58.3,Wallet
PAY59250,TRIP59250,496.94,Cash
PAY59254,TRIP59254,299.87,UPI
PAY59257,TRIP59257,986.03,UPI
PAY59258,TRIP59258,612.52,UPI
PAY59262,TRIP59262,515.8,Wallet
PAY59276,TRIP59276,72.92,Cash
PAY59277,TRIP59277,324.89,Cash
PAY59278,TRIP59278,706.15,UPI
PAY59287,TRIP59287,193.81,Wallet
PAY59288,TRIP59288,103.45,Wallet
PAY59297,TRIP59297,495.46,Card
PAY59299,TRIP59299,345.58,UPI
PAY59300,TRIP59300,147.63,Card
PAY59304,TRIP59304,432.42,Wallet
PAY59306,TRIP59306,728.85,Wallet
PAY59309,TRIP59309,976.12,Card
PAY59310,TRIP59310,485.59,Cash
PAY59311,TRIP59311,75.99,Cash
PAY59315,TRIP59315,829.58,UPI
PAY59316,TRIP59316,797.8,Cash
PAY59319,TRIP59319,143.61,Card
PAY59320,TRIP59320,110.02,Card
PAY59326,TRIP59326,810.76,Wallet
PAY59328,TRIP59328,447.11,Card
PAY59338,TRIP59338,726.26,Card
PAY59344,TRIP59344,609.68,UPI
PAY59345,TRIP59345,680.98,Wallet
PAY59351,TRIP59351,878.72,Cash
PAY59352,TRIP59352,789.3,Card
PAY59356,TRIP59356,124.65,UPI
PAY59357,TRIP59357,304.36,UPI
PAY59358,TRIP59358,118.17,Cash
PAY59359,TRIP59359,953.39,Cash
PAY59361,TRIP59361,562.37,Card
PAY59362,TRIP59362,330.18,UPI
PAY59365,TRIP59365,744.8,Cash
PAY59369,TRIP59369,331.83,Wallet
PAY59373,TRIP59373,631.3,UPI
PAY59374,TRIP59374,326.19,Cash
PAY59376,TRIP59376,881.65,Wallet
PAY59381,TRIP59381,311.02,Card
PAY59382,TRIP59382,246.51,Card
PAY59383,TRIP59383,964.32,Card
PAY59387,TRIP59387,212.48,Wallet
PAY59388,TRIP59388,286.77,UPI
PAY59389,TRIP59389,886.18,Card
PAY59391,TRIP59391,293.92,Wallet
PAY59392,TRIP59392,126.51,Card
PAY59393,TRIP59393,127.73,Card
PAY59394,TRIP59394,802.36,Cash
PAY59396,TRIP59396,978.59,Wallet
PAY59401,TRIP59401,354.83,Cash
PAY59404,TRIP59404,465.23,UPI
PAY59407,TRIP59407,671.33,Cash
PAY59408,TRIP59408,839.15,Cash
PAY59409,TRIP59409,527.05,Wallet
PAY59411,TRIP59411,557.12,Card
PAY59412,TRIP59412,817.65,UPI
PAY59415,TRIP59415,869.2,Wallet
PAY59420,TRIP59420,311.19,UPI
PAY59421,TRIP59421,305.88,Cash
PAY59422,TRIP59422,363.95,UPI
PAY59423,TRIP59423,536.52,Wallet
PAY59424,TRIP59424,94.45,UPI
PAY59427,TRIP59427,315.11,Cash
PAY59428,TRIP59428,898.17,Wallet
PAY59430,TRIP59430,178.21,Cash
PAY59432,TRIP59432,351.92,Card
PAY59436,TRIP59436,699.52,Card
PAY59437,TRIP59437,924.73,Wallet
PAY59441,TRIP59441,799.81,Wallet
PAY59443,TRIP59443,680.84,UPI
PAY59444,TRIP59444,618.99,Cash
PAY59450,TRIP59450,892.27,Cash
PAY59455,TRIP59455,533.72,Cash
PAY59458,TRIP59458,120.17,Wallet
PAY59459,TRIP59459,957.19,UPI
PAY59464,TRIP59464,392.87,Wallet
PAY59466,TRIP59466,784.55,Cash
PAY59469,TRIP59469,654.99,Wallet
PAY59470,TRIP59470,106.67,UPI
PAY59477,TRIP59477,201.09,UPI
PAY59482,TRIP59482,527.75,Wallet
PAY59485,TRIP59485,252.74,Wallet
PAY59486,TRIP59486,55.99,UPI
PAY59488,TRIP59488,290.46,Wallet
PAY59490,TRIP59490,327.0,Cash
PAY59493,TRIP59493,65.65,Card
PAY59496,TRIP59496,261.2,Card
PAY59497,TRIP59497,236.32,Wallet
PAY59508,TRIP59508,766.68,Card
PAY59510,TRIP59510,795.71,Card
PAY59512,TRIP59512,563.7,Wallet
PAY59514,TRIP59514,165.01,Wallet
PAY59516,TRIP59516,268.52,UPI
PAY59518,TRIP59518,872.11,Wallet
PAY59526,TRIP59526,938.93,Wallet
PAY59527,TRIP59527,702.26,Cash
PAY59529,TRIP59529,507.1,Card
PAY59537,TRIP59537,167.97,Wallet
PAY59538,TRIP59538,209.59,Wallet
PAY59541,TRIP59541,418.27,Card
PAY59555,TRIP59555,259.01,UPI
PAY59559,TRIP59559,474.16,Cash
PAY59560,TRIP59560,998.35,Card
PAY59564,TRIP59564,436.33,Card
PAY59568,TRIP59568,262.08,Wallet
PAY59570,TRIP59570,852.89,Wallet
PAY59573,TRIP59573,311.19,Cash
PAY59574,TRIP59574,809.03,Wallet
PAY59576,TRIP59576,113.53,Wallet
PAY59587,TRIP59587,663.2,Cash
PAY59590,TRIP59590,552.54,Cash
PAY59596,TRIP59596,192.51,Card
PAY59603,TRIP59603,69.17,UPI
PAY59606,TRIP59606,92.73,Cash
PAY59611,TRIP59611,665.79,Cash
PAY59613,TRIP59613,411.34,Cash
PAY59614,TRIP59614,618.15,UPI
PAY59615,TRIP59615,752.52,Wallet
PAY59616,TRIP59616,976.61,UPI
PAY59617,TRIP59617,678.52,UPI
PAY59619,TRIP59619,394.58,UPI
PAY59620,TRIP59620,894.36,Wallet
PAY59623,TRIP59623,683.0,Card
PAY59624,TRIP59624,499.75,Wallet
PAY59633,TRIP59633,443.79,Cash
PAY59638,TRIP59638,297.45,Cash
PAY59641,TRIP59641,971.86,Cash
PAY59643,TRIP59643,728.8,Cash
PAY59646,TRIP59646,592.98,UPI
PAY59653,TRIP59653,680.5,Cash
PAY59656,TRIP59656,772.15,Card
PAY59657,TRIP59657,451.11,Wallet
PAY59659,TRIP59659,859.06,UPI
PAY59665,TRIP59665,610.88,Cash
PAY59668,TRIP59668,860.11,Card
PAY59669,TRIP59669,521.14,UPI
PAY59673,TRIP59673,993.58,Card
PAY59677,TRIP59677,802.86,UPI
PAY59678,TRIP59678,89.25,Card
PAY59680,TRIP59680,764.82,Wallet
PAY59682,TRIP59682,79.85,Card
PAY59687,TRIP59687,872.39,Card
PAY59691,TRIP59691,220.8,Card
PAY59692,TRIP59692,972.97,Card
PAY59693,TRIP59693,250.41,Wallet
PAY59695,TRIP59695,258.62,Wallet
PAY59697,TRIP59697,618.85,Card
PAY59698,TRIP59698,482.23,UPI
PAY59701,TRIP59701,408.31,Wallet
PAY59706,TRIP59706,990.69,UPI
PAY59707,TRIP59707,835.99,Wallet
PAY59711,TRIP59711,382.63,Cash
PAY59712,TRIP59712,940.38,Card
PAY59714,TRIP59714,940.14,Wallet
PAY59718,TRIP59718,627.99,UPI
PAY59731,TRIP59731,275.12,Wallet
PAY59735,TRIP59735,964.17,Cash
PAY59744,TRIP59744,110.46,Cash
PAY59749,TRIP59749,230.93,Cash
PAY59750,TRIP59750,692.27,UPI
PAY59752,TRIP59752,218.98,UPI
PAY59753,TRIP59753,338.97,Card
PAY59754,TRIP59754,821.16,UPI
PAY59759,TRIP59759,940.9,Cash
PAY59760,TRIP59760,607.15,Card
PAY59764,TRIP59764,938.07,UPI
PAY59771,TRIP59771,139.7,Wallet
PAY59773,TRIP59773,859.91,Cash
PAY59780,TRIP59780,815.25,Card
PAY59783,TRIP59783,823.15,Wallet
PAY59784,TRIP59784,124.53,Cash
PAY59785,TRIP59785,608.94,Card
PAY59786,TRIP59786,655.26,Wallet
PAY59787,TRIP59787,599.16,Wallet
PAY59791,TRIP59791,126.2,Wallet
PAY59793,TRIP59793,283.53,UPI
PAY59794,TRIP59794,593.43,Cash
PAY59796,TRIP59796,155.74,Wallet
PAY59799,TRIP59799,852.43,Wallet
PAY59802,TRIP59802,426.48,Card
PAY59803,TRIP59803,172.65,Card
PAY59804,TRIP59804,824.73,Cash
PAY59808,TRIP59808,360.98,Cash
PAY59809,TRIP59809,715.02,Card
PAY59810,TRIP59810,180.26,Card
